Cód. Perfil;Sigla;Nome Empresarial;CNPJ BÁSICO;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22;média
1273;JACOBINA;JACOBINA MINERACAO E COMERCIO LTDA;42463174;42.463.174/0001-30;11.271,23;10.426,92;11.987,60;11.587,74;12.001,81;11.441,92;11.317,89;11.677,52;;;;;11.464,08
1275;EKA BAHIA;NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA;5869996;05.869.996/0001-90;26.477,57;21.514,27;26.822,10;24.662,75;26.847,86;25.185,17;26.481,71;25.180,69;;;;;25.396,51
1277;FORD;FORD MOTOR COMPANY BRASIL LTDA;3470727;03.470.727/0001-20;210,95;187,35;202,029;192,767;224,052;214,205;218,821;289,147;;;;;217,42
1280;TECUMSEH;TECUMSEH DO BRASIL LTDA;45361425;45.361.425/0001-64;8.408,13;7.456,82;7.432,08;6.788,70;7.544,43;7.596,41;7.094,91;6.833,02;;;;;7.394,31
1283;RADICI;RADICIFIBRAS INDUSTRIA E COMERCIO LTDA;2663810;02.663.810/0001-53;1.618,14;2.394,79;2.847,68;2.610,40;2.788,86;2.579,53;2.687,70;2.685,02;;;;;2.526,52
1289;VISCOFAN;VISCOFAN DO BRASIL SOCIEDADE COMERCIAL E IND. LTDA.;65019655;65.019.655/0003-19;2.260,28;2.079,46;2.335,18;2.161,62;2.155,11;2.044,25;2.128,25;2.103,59;;;;;2.158,47
1291;ALCAN ALUMINA;ALCAN ALUMINA LTDA;6959319;06.959.319/0001-25;3.865,13;3.433,48;3.152,55;3.642,55;4.354,55;4.013,51;3.914,53;4.322,39;;;;;3.837,34
1292;HONDA;HONDA AUTOMOVEIS DO BRASIL LTDA;1192333;01.192.333/0001-22;3.214,32;3.241,74;2.919,96;2.327,73;2.419,33;2.099,78;2.364,64;2.692,07;;;;;2.659,95
1294;COOP ITAMBE;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;17249111;17.249.111/0001-39;545,673;525,569;585,025;494,726;570,376;526,688;593,407;701,837;;;;;567,91
1298;KS PISTOES;KSPG AUTOMOTIVE BRAZIL LTDA.;57576274;57.576.274/0001-40;5.246,97;5.072,88;5.675,18;5.300,27;5.642,10;5.455,16;5.370,03;5.373,60;;;;;5.392,02
1300;DOHLER;DOHLER S.A.;84683408;84.683.408/0001-03;4.383,94;4.016,91;4.023,11;3.689,88;4.173,22;4.354,32;4.437,88;4.690,45;;;;;4.221,21
1306;DEDINI;DEDINI S/A INDUSTRIAS DE BASE EM RECUPERACAO JUDICIAL;50109271;50.109.271/0014-72;3.538,28;3.278,72;3.478,37;2.809,20;3.326,53;3.182,60;3.234,31;3.803,60;;;;;3.331,45
1318;MELHORAMENTOS;SOFTYS BRASIL LTDA.;44145845;44.145.845/0001-40;10.370,45;10.016,48;10.595,45;11.156,79;11.247,78;10.602,56;11.709,01;13.690,71;;;;;11.173,65
1321;AIR PRODUCTS;AIR PRODUCTS BRASIL LTDA.;43843358;43.843.358/0001-99;11.643,20;11.453,34;11.211,73;8.989,49;12.129,12;11.269,39;12.132,85;11.515,71;;;;;11.293,10
1322;NITRIFLEX;NITRIFLEX S A INDUSTRIA E COMERCIO;42147496;42.147.496/0001-70;1.524,23;1.646,51;1.925,05;1.960,17;1.932,19;1.551,76;1.851,72;1.681,94;;;;;1.759,20
1323;TREIBACHER;IMERYS FUSED MINERALS SALTO LTDA.;3625966;03.625.966/0001-02;7.685,02;7.328,15;7.701,47;9.506,68;9.705,55;9.544,22;9.496,83;8.530,53;;;;;8.687,30
1324;SILICON;NOVA ERA SILICON S/A;19795665;19.795.665/0001-67;18.241,77;16.707,83;18.422,96;17.570,72;18.181,97;17.486,01;18.050,75;18.041,93;;;;;17.837,99
1327;VOITH PAPER;VOITH PAPER MAQUINAS E EQUIPAMENTOS LTDA;61243119;61.243.119/0001-80;1.158,68;1.174,04;1.546,77;1.575,14;2.004,67;2.256,55;2.447,22;2.608,68;;;;;1.846,47
1330;ALBRAS;ALBRAS ALUMINIO BRASILEIRO S/A;5053020;05.053.020/0003-06;612.319,90;505.211,19;468.541,49;467.893,76;519.243,42;535.928,27;586.084,48;602.123,01;;;;;537.168,19
1332;ARAUCO PAINEIS;ARAUCO INDUSTRIA DE PAINEIS S.A.;606549;00.606.549/0001-24;14.150,73;10.495,74;12.016,38;12.455,28;12.413,08;11.984,35;13.201,46;12.844,79;;;;;12.445,22
1333;MILI 3 BARRAS;MILI S/A;78908266;78.908.266/0002-05;14.429,48;14.858,52;17.891,09;17.846,75;18.774,11;19.697,24;20.140,04;20.158,60;;;;;17.974,48
1347;CIMENTO ITAMBE;CIA DE CIMENTO ITAMBE;76630573;76.630.573/0001-60;22.487,98;22.744,20;23.363,03;18.538,48;24.384,86;24.250,82;25.810,60;24.516,87;;;;;23.262,11
1349;ALUNORTE;ALUNORTE ALUMINA DO NORTE DO BRASIL S/A;5848387;05.848.387/0001-54;85.156,83;85.724,26;138.446,74;124.428,79;135.759,62;132.177,75;152.284,48;142.462,33;;;;;124.555,10
1358;FIBRAPLAC;FIBRAPLAC PAINEIS DE MADEIRA LTDA;4176791;04.176.791/0001-66;11.182,28;7.176,12;6.695,31;8.326,94;7.877,92;7.333,42;4.453,00;4.563,08;;;;;7.201,01
1360;ABC PLAZA SHOP;CONDOMINIO GRAND PLAZA SHOPPING;1993418;01.993.418/0001-00;2.472,19;2.231,37;2.502,61;2.194,12;2.035,64;1.870,63;1.988,90;1.846,92;;;;;2.142,80
1361;BRACELL BA;BRACELL BAHIA SPECIALTY CELLULOSE S.A.;69037133;69.037.133/0001-39;3.100,24;4.260,24;5.365,32;6.461,27;6.624,92;5.613,52;19.283,88;14.446,21;;;;;8.144,45
1363;SCHULZ;SCHULZ S/A;84693183;84.693.183/0001-68;14.680,32;17.389,51;19.791,97;16.609,10;18.269,76;17.064,91;18.819,34;20.268,19;;;;;17.861,64
1364;SANTHER MATRIZ;SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A;61101895;61.101.895/0001-45;16.326,03;15.450,05;17.692,64;16.762,01;15.489,42;16.516,96;17.191,05;17.564,42;;;;;16.624,07
1365;PARAMOUNT STA;PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA;61565222;61.565.222/0003-08;1.978,78;2.030,97;2.450,21;2.186,67;2.068,40;1.990,13;2.002,84;2.199,51;;;;;2.113,44
1367;ALTONA;ELECTRO ACO ALTONA S A;82643537;82.643.537/0001-34;3.583,67;3.526,89;3.779,41;3.465,02;3.779,46;3.538,16;3.378,95;3.745,76;;;;;3.599,67
1368;PLAST CREME EI;PLASTICOS CREMER SA;82726316;82.726.316/0001-20;246,615;236,211;255,776;233,632;248,763;243,661;254,609;253,584;;;;;246,61
1370;ULTRAFERTIL;ULTRAFERTIL SA;2476026;02.476.026/0001-36;1.669,28;2.210,18;2.511,23;2.167,00;2.081,77;2.409,13;2.493,68;2.414,98;;;;;2.244,65
1372;BOSCH;ROBERT BOSCH LIMITADA;45990181;45.990.181/0001-89;5.081,76;4.898,98;5.485,27;4.909,73;4.883,06;4.325,68;4.766,28;4.994,68;;;;;4.918,18
1373;CREMER;CREMER S.A.;82641325;82.641.325/0001-18;3.775,41;3.467,90;3.772,50;3.181,49;3.500,29;3.261,99;3.544,21;3.517,39;;;;;3.502,65
1374;SAMA;SAMA S.A. - MINERACOES ASSOCIADAS EM RECUPERACAO JUDICIAL;15104599;15.104.599/0001-80;4.334,66;4.621,04;5.241,70;4.658,59;4.966,66;5.061,41;5.027,81;4.826,65;;;;;4.842,32
1377;SG CANALIZACAO BARRA MANSA;SAINT-GOBAIN CANALIZACAO LTDA;28672087;28.672.087/0001-62;6.075,29;6.243,43;6.982,98;6.697,54;6.670,94;6.480,92;6.450,18;6.786,56;;;;;6.548,48
1380;PARAMOUNT SUL;PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA;61565222;61.565.222/0013-80;1.922,75;1.880,80;2.111,09;1.860,02;1.925,22;1.783,22;1.706,07;1.834,51;;;;;1.877,96
1382;INDUPA;UNIPAR INDUPA DO BRASIL S.A.;61460325;61.460.325/0001-41;56.637,79;56.878,05;59.879,40;51.834,07;54.664,72;58.681,03;61.080,62;59.950,67;;;;;57.450,79
1383;KLABIN;KLABIN S.A.;89637490;89.637.490/0001-45;7.201,57;6.331,46;6.939,42;6.697,79;6.993,12;7.004,59;6.926,30;6.998,77;;;;;6.886,63
1384;KIMBERLY CLARK;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;2290277;02.290.277/0001-21;19.219,11;17.037,21;19.222,10;17.815,75;19.812,29;19.249,02;20.145,07;17.582,87;;;;;18.760,43
1389;MMCOFAP;MARELLI COFAP DO BRASIL LTDA.;2865246;02.865.246/0001-51;2.810,65;2.776,22;3.006,72;2.755,42;2.985,13;2.828,41;2.906,84;2.979,29;;;;;2.881,08
1395;SUZANO MUCURI CARGA;SUZANO S.A.;16404287;16.404.287/0001-55;45,508;374,527;13,592;127,529;35,303;394,963;121,824;215,062;;;;;166,04
1400;GM CONVENCIONAL SE;GENERAL MOTORS DO BRASIL LTDA;59275792;59.275.792/0001-50;16.954,53;19.302,46;21.397,32;18.600,12;20.418,36;17.816,07;17.319,69;20.180,15;;;;;18.998,59
1401;OBER;OBER SA INDUSTRIA E COMERCIO;43238138;43.238.138/0001-36;3.076,38;3.211,31;3.512,75;3.229,15;3.424,98;3.311,24;3.495,58;3.667,69;;;;;3.366,13
1402;CLARIOS;CLARIOS ENERGY SOLUTIONS BRASIL LTDA;1376079;01.376.079/0001-12;6.997,69;7.148,00;8.122,58;7.744,94;7.711,49;7.751,37;8.005,56;7.879,26;;;;;7.670,11
1405;VILLARES SUMAR;VILLARES METALS SA;42566752;42.566.752/0004-07;18.041,04;19.045,94;17.917,31;20.021,38;20.418,13;19.967,29;20.367,52;21.370,92;;;;;19.643,69
1407;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;46068425;46.068.425/0001-33;5.355,14;5.137,93;6.505,73;5.567,10;4.937,90;4.500,64;4.719,00;4.698,74;;;;;5.177,77
1408;SHOP PARQUE DOM PEDRO;''CONDOMINIO SHOPPING PARQUE D. PEDRO'';4895134;04.895.134/0001-79;1.089,38;979,314;1.128,04;1.006,31;822,368;722,007;808,796;752,999;;;;;913,65
1409;EATON;EATON LTDA;54625819;54.625.819/0001-73;5.926,01;5.604,97;6.532,90;6.123,14;6.119,66;5.914,53;6.066,84;6.206,75;;;;;6.061,85
1410;CARGILL MAIRIN;CARGILL AGRICOLA S A;60498706;60.498.706/0078-36;1.658,49;1.612,67;1.410,08;1.545,09;1.518,31;1.520,51;1.568,26;1.662,67;;;;;1.562,01
1413;SANTISTA WORK;SANTISTA TEXTIL LTDA.;61520607;61.520.607/0001-97;6.794,59;9.606,51;11.211,53;10.216,34;10.541,92;10.444,48;10.973,26;11.017,33;;;;;10.100,75
1415;ARLANXEO TSR CAXIAS;ARLANXEO BRASIL S.A.;29667227;29.667.227/0001-77;16.006,70;14.671,24;15.000,81;11.482,01;14.428,56;13.363,80;13.964,99;15.243,23;;;;;14.270,17
1417;WHEATON MATRIZ;WHEATON BRASIL VIDROS LTDA.;60750056;60.750.056/0001-95;6.989,49;6.422,75;7.768,17;7.435,03;7.712,69;7.833,67;8.571,46;8.834,91;;;;;7.696,02
1418;MAHLE SBC;MAHLE METAL LEVE S.A.;60476884;60.476.884/0017-44;2.880,95;2.902,59;3.221,79;2.652,50;2.863,94;2.871,65;2.833,63;2.655,25;;;;;2.860,29
1423;KODAK;KODAK BRASILEIRA COMERCIO DE PRODUTOS PARA IMAGEM E SERVICOS LTDA;61186938;61.186.938/0001-32;396,263;391,42;437,304;370,634;350,781;340,724;365,991;343,839;;;;;374,62
1426;FERBASA;CIA DE FERRO LIGAS DA BAHIA FERBASA;15141799;15.141.799/0001-03;160.092,62;148.663,81;161.719,37;156.092,21;152.971,78;154.611,95;160.693,88;149.847,14;;;;;155.586,60
1434;FAGOR;FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA.;61082723;61.082.723/0001-71;3.810,50;3.906,71;4.605,71;3.576,14;4.101,35;3.919,23;4.274,32;4.892,59;;;;;4.135,82
1435;TRONOX BAHIA;TRONOX PIGMENTOS DO BRASIL S.A;15115504;15.115.504/0001-24;4.169,66;4.448,44;5.058,45;4.208,34;5.061,45;4.874,92;4.845,28;5.106,59;;;;;4.721,64
1439;COCAMAR;COCAMAR COOPERATIVA AGROINDUSTRIAL;79114450;79.114.450/0001-65;4.039,73;5.024,99;4.533,27;4.372,23;4.584,42;4.454,49;4.576,25;4.578,49;;;;;4.520,48
1442;CBD;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47508411;47.508.411/0001-56;35.074,97;30.965,33;34.678,44;30.739,82;28.150,05;25.205,45;26.948,27;26.328,66;;;;;29.761,37
1443;COAMO;COAMO AGROINDUSTRIAL COOPERATIVA;75904383;75.904.383/0001-21;8.882,06;7.966,45;9.199,73;8.880,53;9.019,17;7.855,52;8.635,66;8.758,43;;;;;8.649,69
1446;ARMCO;ARMCO DO BRASIL S/A;71586952;71.586.952/0001-87;1.603,61;1.472,62;1.812,55;1.697,78;1.822,51;1.665,17;1.699,80;1.902,18;;;;;1.709,53
1448;HEINEKEN ITU;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50221019;50.221.019/0001-36;4.959,85;5.069,92;5.425,23;4.907,15;5.118,48;5.186,46;4.784,74;4.791,76;;;;;5.030,45
1458;NORFIL;NORFIL S/A INDUSTRIA TEXTIL;2341494;02.341.494/0001-01;10.421,20;10.344,90;11.386,89;10.596,10;10.575,00;10.495,32;10.398,37;10.441,45;;;;;10.582,40
1459;VICUNHA IV;VICUNHA TEXTIL S/A.;7332190;07.332.190/0001-93;8.270,86;8.282,38;8.852,56;8.650,45;9.065,70;8.251,58;8.687,02;8.981,77;;;;;8.630,29
1460;DURAMETAL;DURAMETAL LTDA;7041007;07.041.007/0001-09;4.705,14;6.745,75;7.576,32;7.028,80;7.229,65;7.227,11;7.470,22;7.535,96;;;;;6.939,87
1472;KOMATSU;KOMATSU DO BRASIL LTDA;44410199;44.410.199/0001-00;2.648,66;2.987,99;3.345,81;3.140,45;3.368,79;3.178,12;3.314,12;3.164,68;;;;;3.143,58
1473;BASF;BASF SA;48539407;48.539.407/0001-18;11.408,22;10.371,15;11.307,69;10.694,85;10.726,78;9.174,91;10.179,93;10.702,06;;;;;10.570,70
1476;OMI-ZILLO;OMI DO BRASIL TEXTIL S.A.;51422970;51.422.970/0001-16;13,966;15,118;17,853;13,456;14,035;13,727;13,616;0;;;;;12,72
1477;SENDAS;SENDAS DISTRIBUIDORA S/A;6057223;06.057.223/0001-71;30.149,32;27.954,27;32.041,66;28.837,88;26.219,35;24.677,25;26.750,07;26.816,27;;;;;27.930,76
1481;DELPHI;APTIV MANUFATURA E SERVICOS DE DISTRIBUICAO LTDA.;857758;00.857.758/0001-40;155,225;177,559;205,209;186,196;200,884;201,888;203,013;208,791;;;;;192,35
1485;ELIANE;ELIANE REVESTIMENTOS CERAMICOS LTDA;86532538;86.532.538/0001-62;5.388,11;4.921,22;5.376,06;5.203,01;5.430,39;5.280,73;5.286,70;5.067,10;;;;;5.244,16
1492;MEXICHEM SP;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;58514928;58.514.928/0033-51;2.959,30;2.844,35;3.306,86;3.130,45;3.195,35;3.291,23;3.138,93;3.270,73;;;;;3.142,15
1495;TRAMONTINA MULTI CL;TRAMONTINA MULTI S/A;88037668;88.037.668/0001-54;1.961,26;2.118,49;2.641,67;2.591,26;2.767,16;2.574,29;2.519,20;2.764,45;;;;;2.492,22
1504;ZF SBC;ZF DO BRASIL LTDA.;59280685;59.280.685/0001-10;5.036,17;4.998,32;5.653,63;5.117,69;5.077,63;1.507,27;1.627,73;1.713,74;;;;;3.841,52
1509;TKMCL;THYSSENKRUPP METALURGICA CAMPO LIMPO LTDA;50942135;50.942.135/0001-44;11.748,32;13.058,67;12.810,84;11.410,92;13.077,35;12.437,59;12.755,17;13.235,41;;;;;12.566,78
1511;PHIBRO;PHIBRO SAUDE ANIMAL INTERNACIONAL LTDA.;4076904;04.076.904/0001-51;6.969,74;5.991,22;6.772,26;6.338,13;6.665,14;6.500,88;6.860,31;6.912,50;;;;;6.626,27
1512;VERACEL;VERACEL CELULOSE S.A.;40551996;40.551.996/0001-48;2.064,76;1.733,56;63,941;4.429,74;1.127,98;0;0;111,887;;;;;1.191,48
1513;MINAS TENIS;MINAS TENIS CLUBE;17217951;17.217.951/0001-10;297,629;266,308;308,624;322,618;318,934;283,951;298,561;284,193;;;;;297,6
1517;CECIL;CECIL S/A - LAMINACAO DE METAIS;61554028;61.554.028/0001-65;3.513,87;3.294,25;3.584,89;3.452,01;4.017,47;3.734,17;3.605,78;3.403,30;;;;;3.575,72
1519;SAO MARCO;SAO MARCO INDUSTRIA E COMERCIO LTDA;54022744;54.022.744/0001-36;2.409,06;2.530,39;2.698,12;2.309,49;2.450,36;2.861,67;2.727,94;2.365,39;;;;;2.544,05
1520;NEOVIA MG;NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.;18631739;18.631.739/0001-67;2.097,40;2.198,13;2.409,33;2.213,21;1.924,88;1.897,99;2.134,75;2.146,40;;;;;2.127,76
1526;IMERYS R CAPIM;IMERYS RIO CAPIM CAULIM S.A.;16532798;16.532.798/0001-52;10.007,32;9.055,54;10.797,35;10.577,66;11.285,60;10.529,79;11.632,13;11.040,57;;;;;10.615,74
1531;SANTANA;SANTANA TEXTIL S.A - EM RECUPERACAO JUDICIAL;72418478;72.418.478/0001-47;5.680,18;5.107,88;4.922,91;6.220,61;6.411,23;6.173,56;6.506,83;6.497,95;;;;;5.940,14
1536;MONSANTO;MONSANTO DO BRASIL LTDA;64858525;64.858.525/0002-26;5.723,75;5.458,13;4.891,41;5.139,95;5.241,51;5.165,47;4.334,95;4.567,07;;;;;5.065,28
1538;TEREFTALICOS;TEREFTALICOS INDUSTRIAS QUIMICAS LTDA;57617565;57.617.565/0001-30;61,472;57,686;64,571;59,823;55,296;49,897;53,789;52,599;;;;;56,89
1555;ARVINMERITOR;MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA.;56669187;56.669.187/0009-22;3.119,87;3.145,03;3.616,77;3.373,48;3.498,86;3.295,08;3.425,89;3.520,97;;;;;3.374,49
1556;M DIAS BRANCO;M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS;7206816;07.206.816/0001-15;9.523,52;9.970,92;11.300,86;11.191,05;12.002,88;12.072,12;20.504,28;20.928,87;;;;;13.436,81
1560;FA FILIAL MEC;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.;16701716;16.701.716/0033-33;5.911,87;6.510,03;7.161,68;6.403,10;6.776,09;5.003,88;6.581,54;7.035,84;;;;;6.423,00
1561;SADA SIDER;SADA SIDERURGIA LTDA;6069703;06.069.703/0001-52;5.092,92;4.780,44;5.751,87;5.161,09;5.335,77;4.853,11;5.347,14;5.098,33;;;;;5.177,58
1564;AMSTED MATRIZ;AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A;1599436;01.599.436/0001-01;14.106,45;14.348,87;15.912,77;14.403,56;15.288,66;15.607,77;15.564,57;15.996,81;;;;;15.153,68
1580;LEF PISOS;LEF PISOS E REVESTIMENTOS S.A.;74423880;74.423.880/0001-45;6.238,95;5.705,50;6.222,88;6.208,09;6.617,54;5.606,23;5.453,74;5.293,42;;;;;5.918,29
1581;TABOCA;MINERACAO TABOCA S A;34019992;34.019.992/0001-10;3.267,14;2.803,27;3.512,93;2.892,79;3.682,14;3.576,33;3.180,34;3.674,09;;;;;3.323,63
1582;MAXIFORJA;MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA;88303375;88.303.375/0001-71;2.589,87;3.202,34;3.675,73;3.450,11;3.810,06;3.465,94;3.760,92;3.791,75;;;;;3.468,34
1586;CINPAL;CINPAL COMPANHIA INDUSTRIAL DE PECAS PARA AUTOMOVEIS;49656192;49.656.192/0001-88;4.411,89;4.232,68;4.754,73;4.392,25;4.635,31;4.385,48;4.384,34;4.413,47;;;;;4.451,27
1587;INTERSHOPGUA;CONDOMINIO CIVIL DO INTERNACIONAL GUARULHOS SHOPPING CENTER;1677206;01.677.206/0001-13;2.391,32;2.159,64;2.465,81;2.214,50;2.052,90;1.895,67;2.028,53;1.846,26;;;;;2.131,83
1594;MWL BRASIL;MWL BRASIL RODAS & EIXOS LTDA EM RECUPERACAO JUDICIAL;3234027;03.234.027/0001-37;1.093,17;1.168,09;1.702,15;934,613;558,209;11,379;0;0;;;;;683,45
1602;ROBERT BOSCH;ROBERT BOSCH DIRECAO AUTOMOTIVA LTDA;1930685;01.930.685/0001-38;944,922;988,795;1.073,56;908,76;1.081,33;1.074,68;1.128,74;1.161,36;;;;;1.045,27
1603;LABORTEX;LABORTEX ADMINISTRACAO E PARTICIPACOES LTDA;57494239;57.494.239/0001-82;0;0;0;0;0;0;0;0;;;;;0
1604;INYLBRA;INYLBRA INDUSTRIA E COMERCIO LTDA;59135509;59.135.509/0001-94;204,685;216,07;216,697;242,84;207,469;252,387;211,393;292,909;;;;;230,56
1609;UNIFORJA;COOP. CENTRAL DE PROD. INDL. DE TRAB. EM METALURGIA - UNIFORJA;4136535;04.136.535/0001-45;2.436,42;2.006,27;2.219,59;2.119,45;2.565,61;2.335,21;2.517,93;2.658,72;;;;;2.357,40
1610;CENTER NORTE;CENTER NORTE S/A CONSTRUCAO EMPREEND ADM E PARTICIPACAO;45246402;45.246.402/0001-09;3.527,51;3.351,21;3.817,83;3.365,68;2.864,51;2.599,53;2.940,42;2.636,58;;;;;3.137,91
1622;SIEMENS LTDA;SIEMENS ENERGY BRASIL LTDA.;44013159;44.013.159/0001-16;1.704,39;1.555,18;1.741,97;1.544,36;1.553,38;1.444,82;1.529,42;1.558,13;;;;;1.578,96
1624;TDK ELECTRONICS;TDK ELECTRONICS DO BRASIL LTDA.;90285958;90.285.958/0001-69;4.097,21;4.018,11;4.344,21;3.671,74;3.877,31;3.532,53;3.709,85;3.558,94;;;;;3.851,24
1633;JDB HZ;JOHN DEERE BRASIL LTDA;89674782;89.674.782/0001-58;2.565,82;2.578,22;2.950,09;1.904,41;2.708,02;2.608,34;2.568,33;2.688,46;;;;;2.571,46
1634;YARA BRASIL;YARA BRASIL FERTILIZANTES S/A;92660604;92.660.604/0001-82;5.926,62;5.110,28;6.470,49;7.578,47;7.715,94;7.516,56;7.086,09;7.349,47;;;;;6.844,24
1637;TERMOMECANICA;TERMOMECANICA SAO PAULO S A;59106666;59.106.666/0001-71;10.713,18;11.288,29;12.120,19;11.574,89;11.990,85;11.758,28;12.167,62;11.923,00;;;;;11.692,04
1641;COTECE;COTECE S.A.;6054647;06.054.647/0001-82;153,993;150,773;162,747;140,177;165,401;159,566;156,317;168,671;;;;;157,21
1645;AUTOMETAL;AUTOMETAL LTDA;59104513;59.104.513/0001-95;324,947;352,872;367,79;361,622;392,039;219,568;267,985;390,197;;;;;334,63
1646;EKA CHEMICALS;NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA LTDA;43818418;43.818.418/0001-13;36.383,56;34.266,78;36.778,85;36.119,78;36.604,89;35.795,78;35.525,12;36.127,03;;;;;35.950,22
1649;TIMACAGRO RG;TIMAC AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;2329713;02.329.713/0002-00;1.545,09;1.341,68;1.619,75;2.123,42;2.287,46;2.338,67;2.585,71;2.463,77;;;;;2.038,19
1653;TBM UNIDADE 1;TBM - TEXTIL BEZERRA DE MENEZES S/A;7671092;07.671.092/0001-80;8.582,13;8.392,08;9.360,68;8.753,41;9.018,83;9.041,82;9.240,37;9.266,46;;;;;8.956,97
1655;EVONIK DBR;EVONIK BRASIL LTDA;62695036;62.695.036/0048-58;4.013,51;3.974,90;3.374,18;4.461,58;4.365,38;3.175,78;3.224,90;3.194,77;;;;;3.723,12
1665;PRAIAMAR;PRAIAMAR ADMINISTRACAO DE IMOVEIS LTDA;46206421;46.206.421/0001-74;1.027,21;892,191;993,496;884,924;844,22;776,995;842,765;818,14;;;;;884,99
1671;IBAR LTDA;INDUSTRIAS BRASILEIRAS DE ARTIGOS REFRATARIOS - IBAR - LTDA;61442737;61.442.737/0002-30;3.381,88;3.329,36;3.820,54;4.282,58;4.578,45;4.205,18;3.901,59;4.379,59;;;;;3.984,90
1673;CABOT;CABOT BRASIL INDUSTRIA E COMERCIO LTDA;61741690;61.741.690/0001-24;1.036,66;974,08;767,62;910,037;647,909;1.256,58;900,93;1.476,30;;;;;996,26
1678;COTEMINAS SA;COTEMINAS S.A.;7663140;07.663.140/0001-99;26.331,34;22.088,67;19.335,12;18.246,32;15.099,69;15.610,26;15.907,30;13.360,50;;;;;18.247,40
1686;AIR PROD S;AIR PRODUCTS BRASIL LTDA.;43843358;43.843.358/0001-99;8.781,20;9.842,59;10.925,66;10.509,86;8.830,68;10.134,16;10.717,43;10.489,76;;;;;10.028,92
1691;FORD NE;FORD MOTOR COMPANY BRASIL LTDA;3470727;03.470.727/0001-20;1.447,60;1.390,37;1.031,15;1.053,42;1.134,23;1.366,06;1.616,46;1.174,40;;;;;1.276,71
1696;DURA TAQ S;DEXCO S.A;97837181;97.837.181/0001-47;7.133,96;6.494,20;6.979,80;7.047,50;4.672,76;5.527,76;7.206,24;7.183,49;;;;;6.530,71
1697;HEINEKEN ITU S;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50221019;50.221.019/0001-36;1.952,87;1.855,72;1.834,90;1.778,71;1.794,13;1.633,74;1.160,57;1.573,23;;;;;1.697,98
1698;SUZANO LIMEIRA;SUZANO S.A.;16404287;16.404.287/0001-55;31.903,09;29.726,51;32.882,22;30.601,70;35.698,25;36.028,37;31.083,51;30.269,63;;;;;32.274,16
1699;TRANSPETRO S;PETROBRAS TRANSPORTE S.A - TRANSPETRO;2709449;02.709.449/0001-59;6.924,78;6.445,17;7.757,16;7.108,77;6.643,99;7.545,17;8.147,14;7.661,64;;;;;7.279,23
1702;WHITE MART S;WHITE MARTINS GASES INDUSTRIAIS LTDA;35820448;35.820.448/0001-36;20.388,19;19.257,42;21.184,97;20.606,65;21.060,17;20.216,80;20.044,78;20.650,92;;;;;20.426,24
1703;KIMB CLARK S;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;2290277;02.290.277/0001-21;58,257;46,488;44,157;33,96;0;0;0;0;;;;;22,86
1704;KLABIN GOIANA;KLABIN S.A.;89637490;89.637.490/0001-45;8.598,76;7.675,17;6.378,39;7.837,11;8.845,74;8.912,16;9.083,92;9.342,65;;;;;8.334,24
1706;SANTHER S;SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A;61101895;61.101.895/0001-45;2.683,97;2.521,30;2.733,79;2.606,16;2.661,97;2.561,23;2.637,76;2.565,15;;;;;2.621,42
1709;PROCTER DO BRASIL;PROCTER & GAMBLE DO BRASIL LTDA.;59476770;59.476.770/0001-58;4.751,42;4.644,47;5.022,09;4.926,03;5.413,71;4.891,59;5.633,76;5.587,89;;;;;5.108,87
1710;KLABIN OTACILIO COSTA;KLABIN S.A.;89637490;89.637.490/0001-45;5.995,26;6.125,65;6.770,86;6.556,59;7.786,67;8.037,37;8.669,53;8.863,29;;;;;7.350,65
